EvaluationIndex,LevelIndex,InteractionIndex,HasNoveltyLikelihood,NoNoveltyLikelihood, novel object IDs,novelty level,novelty description,trial,levelName, playStatus, informed, novelty
0,205,1,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00205_1_1_2_0.xml,training,uninformed,basic
0,205,2,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00205_1_1_2_0.xml,training,uninformed,basic
0,205,3,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00205_1_1_2_0.xml,training,uninformed,basic
0,205,4,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00205_1_1_2_0.xml,training,uninformed,basic
1,205,5,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00205_1_1_2_0.xml,training,uninformed,basic
1,84,6,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00084_1_1_2_0.xml,training,uninformed,basic
1,84,7,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00084_1_1_2_0.xml,training,uninformed,basic
1,84,8,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00084_1_1_2_0.xml,training,uninformed,basic
1,84,9,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00084_1_1_2_0.xml,training,uninformed,basic
2,84,10,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00084_1_1_2_0.xml,training,uninformed,basic
2,62,11,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00062_1_1_2_0.xml,training,uninformed,basic
2,62,12,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00062_1_1_2_0.xml,training,uninformed,basic
2,62,13,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00062_1_1_2_0.xml,training,uninformed,basic
2,62,14,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00062_1_1_2_0.xml,training,uninformed,basic
3,62,15,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00062_1_1_2_0.xml,training,uninformed,basic
3,107,16,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00107_1_1_2_0.xml,training,uninformed,basic
3,107,17,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00107_1_1_2_0.xml,training,uninformed,basic
3,107,18,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00107_1_1_2_0.xml,training,uninformed,basic
3,107,19,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00107_1_1_2_0.xml,training,uninformed,basic
4,107,20,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00107_1_1_2_0.xml,training,uninformed,basic
4,332,21,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00332_1_1_2_0.xml,training,uninformed,basic
4,332,22,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00332_1_1_2_0.xml,training,uninformed,basic
4,332,23,0,0, ,0,,0,./Levels/novelty_level_0/type2_win/Levels/00332_1_1_2_0.xml,training,uninformed,basic
